@RELATION face

@ATTRIBUTE mouthwidth NUMERIC
@ATTRIBUTE mouthheight NUMERIC
@ATTRIBUTE uppermouthcurve NUMERIC
@ATTRIBUTE lowermouthcurve NUMERIC
@ATTRIBUTE lea NUMERIC
@ATTRIBUTE rea NUMERIC
@ATTRIBUTE eeor NUMERIC
@ATTRIBUTE eeir NUMERIC
@ATTRIBUTE eeol NUMERIC
@ATTRIBUTE eeil NUMERIC
@ATTRIBUTE class {cl, glasses, happy, ll, noglasses, normal, rl, sad, sleepy, surprised, wink}

@DATA
1.11306515, 0.45124263, 0.01169591, -0.03216374, 2.81984210, 2.60269060, 0.46017899, 0.46017899, 0.54896035, 0.55470020, surprised
1.10000000, 0.35000000, 0.00000000, -0.02892562, 2.73310376, 2.73310376, 0.41382363, 0.46097722, 0.37500000, 0.41382363, surprised
0.82926829, 0.36585366, 0.01052632, -0.04210526, 2.67349404, 2.78860227, 0.77934367, 0.56097561, 0.56097561, 0.75333879, surprised
1.08465229, 0.48809353, 0.01767677, -0.02777778, 2.13248921, 2.57330580, 0.46097722, 0.42095829, 0.37962830, 0.42443734, surprised
1.19334045, 0.35052374, 0.03185596, -0.00138504, 2.79282165, 2.55923971, 0.67183717, 0.56716167, 0.78867842, 0.71131758, surprised
1.20331368, 0.54149115, 0.01754386, -0.02756892, 2.48054948, 2.98499078, 0.46797919, 0.33091126, 0.46701129, 0.46797919, surprised
0.97459731, 0.50820378, 0.01587302, -0.03401361, 2.76713866, 2.61200305, 0.49382527, 0.49382527, 0.60767064, 0.44434067, surprised
1.00412373, 0.25000000, 0.00413223, -0.01859504, 2.70496549, 2.78282198, 0.30912433, 0.41473381, 0.40909091, 0.31573736, surprised
1.02820811, 0.48257301, 0.01543210, -0.03703704, 2.76535064, 2.80177178, 0.58451685, 0.51095966, 0.52342392, 0.54823723, surprised
1.00498756, 0.50000000, 0.00500000, -0.04500000, 2.48054948, 2.43296638, 0.58309519, 0.41231056, 0.41231056, 0.42426407, surprised
1.33795495, 0.35136418, 0.00347222, -0.01845238, 2.89661399, 2.94419709, 0.24845200, 0.22395160, 0.30555556, 0.38590122, wink
1.17924764, 0.27500000, 0.00386847, -0.01613153, 2.50048388, 2.60269060, 0.20155644, 0.28504386, 0.27500000, 0.32596012, wink
0.94140852, 0.32500000, -0.00063593, -0.03887122, 2.93049932, 3.14159265, 0.35794553, 0.29154759, 0.32500000, 0.30516389, wink
1.07403253, 0.37139068, 0.01247166, -0.02067227, 2.86329299, 2.86329299, 0.31135526, 0.29855431, 0.47032983, 0.43362268, wink
1.22514349, 0.48513046, 0.01628002, -0.02410256, 2.79282165, 2.50048388, 0.35630482, 0.45500687, 0.48513046, 0.45500687, wink
1.30179401, 0.40540541, 0.00378788, -0.02243590, 2.74680153, 3.14159265, 0.49319696, 0.48648649, 0.60434270, 0.71097008, wink
1.33333333, 0.30303030, 0.00625000, -0.01458333, 2.86329299, 2.84309372, 0.43387337, 0.30303030, 0.30303030, 0.47431745, wink
0.91362506, 0.27272727, 0.00500000, -0.02500000, 2.21429744, 2.81984210, 0.40655781, 0.36363636, 0.36363636, 0.45454545, wink
1.08411736, 0.29729730, 0.01426768, -0.01351010, 2.70496549, 2.57415270, 0.38696814, 0.39351945, 0.49835375, 0.42044187, wink
1.34367435, 0.46736499, 0.00756144, -0.02268431, 2.27870292, 2.79282165, 0.46736499, 0.51013617, 0.68192160, 0.58420624, wink
1.08647304, 0.29729730, 0.00555556, -0.02222222, 2.86329299, 3.14159265, 0.42044187, 0.41343401, 0.31634324, 0.21789886, wink
1.29055376, 0.32131343, 0.01239669, -0.01033058, 2.67349404, 2.67349404, 0.39730320, 0.34189793, 0.43815468, 0.54334321, wink
1.11344559, 0.29210312, 0.00464396, -0.02336724, 3.14159265, 2.91050199, 0.67941452, 0.37973405, 0.50424816, 0.45721370, wink
1.16666667, 0.30555556, 0.01587302, -0.00907029, 2.88099026, 2.53961070, 0.47790696, 0.47222222, 0.50000000, 0.43479100, wink
1.08333333, 0.38888889, 0.00000000, -0.03703704, 3.14159265, 2.93049932, 0.21154925, 0.27777778, 0.22395160, 0.27498597, wink
