@RELATION face

@ATTRIBUTE mouthwidth NUMERIC
@ATTRIBUTE mouthheight NUMERIC
@ATTRIBUTE uppermouthcurve NUMERIC
@ATTRIBUTE lowermouthcurve NUMERIC
@ATTRIBUTE lea NUMERIC
@ATTRIBUTE rea NUMERIC
@ATTRIBUTE eeor NUMERIC
@ATTRIBUTE eeir NUMERIC
@ATTRIBUTE eeol NUMERIC
@ATTRIBUTE eeil NUMERIC
@ATTRIBUTE class {happy, normal, sad, sleepy, surprised}

@DATA
1.11306515, 0.45124263, 0.01169591, -0.03216374, 2.81984210, 2.60269060, 0.46017899, 0.46017899, 0.54896035, 0.55470020, surprised
1.10000000, 0.35000000, 0.00000000, -0.02892562, 2.73310376, 2.73310376, 0.41382363, 0.46097722, 0.37500000, 0.41382363, surprised
0.82926829, 0.36585366, 0.01052632, -0.04210526, 2.67349404, 2.78860227, 0.77934367, 0.56097561, 0.56097561, 0.75333879, surprised
1.08465229, 0.48809353, 0.01767677, -0.02777778, 2.13248921, 2.57330580, 0.46097722, 0.42095829, 0.37962830, 0.42443734, surprised
1.19334045, 0.35052374, 0.03185596, -0.00138504, 2.79282165, 2.55923971, 0.67183717, 0.56716167, 0.78867842, 0.71131758, surprised
1.20331368, 0.54149115, 0.01754386, -0.02756892, 2.48054948, 2.98499078, 0.46797919, 0.33091126, 0.46701129, 0.46797919, surprised
0.97459731, 0.50820378, 0.01587302, -0.03401361, 2.76713866, 2.61200305, 0.49382527, 0.49382527, 0.60767064, 0.44434067, surprised
1.00412373, 0.25000000, 0.00413223, -0.01859504, 2.70496549, 2.78282198, 0.30912433, 0.41473381, 0.40909091, 0.31573736, surprised
1.02820811, 0.48257301, 0.01543210, -0.03703704, 2.76535064, 2.80177178, 0.58451685, 0.51095966, 0.52342392, 0.54823723, surprised
1.00498756, 0.50000000, 0.00500000, -0.04500000, 2.48054948, 2.43296638, 0.58309519, 0.41231056, 0.41231056, 0.42426407, surprised
